"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Month,Age,Sex,"Country of Asylum"
1161,AF,Afghanistan,65,2019,01,"From 18 to 34 years",Males,Bulgaria
1162,AF,Afghanistan,15,2019,02,"From 18 to 34 years",Males,Bulgaria
1163,AF,Afghanistan,10,2019,03,"From 18 to 34 years",Males,Bulgaria
1164,AF,Afghanistan,20,2019,01,"From 18 to 34 years",Males,Switzerland
1165,AF,Afghanistan,25,2019,02,"From 18 to 34 years",Males,Switzerland
1166,AF,Afghanistan,15,2019,03,"From 18 to 34 years",Males,Switzerland
1173,AF,Afghanistan,195,2019,01,"From 18 to 34 years",Males,"Germany (until 1990 former territory of the FRG)"
1174,AF,Afghanistan,110,2019,02,"From 18 to 34 years",Males,"Germany (until 1990 former territory of the FRG)"
1175,AF,Afghanistan,120,2019,03,"From 18 to 34 years",Males,"Germany (until 1990 former territory of the FRG)"
1178,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Denmark
1182,AF,Afghanistan,420,2019,01,"From 18 to 34 years",Males,Greece
1183,AF,Afghanistan,360,2019,02,"From 18 to 34 years",Males,Greece
1184,AF,Afghanistan,455,2019,03,"From 18 to 34 years",Males,Greece
1185,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Spain
1187,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Spain
1188,AF,Afghanistan,1275,2019,01,"From 18 to 34 years",Males,"European Union - 27 countries (from 2020)"
1189,AF,Afghanistan,1120,2019,02,"From 18 to 34 years",Males,"European Union - 27 countries (from 2020)"
1190,AF,Afghanistan,1320,2019,03,"From 18 to 34 years",Males,"European Union - 27 countries (from 2020)"
1191,AF,Afghanistan,1320,2019,01,"From 18 to 34 years",Males,"European Union - 28 countries (2013-2020)"
1192,AF,Afghanistan,1175,2019,02,"From 18 to 34 years",Males,"European Union - 28 countries (2013-2020)"
1193,AF,Afghanistan,1370,2019,03,"From 18 to 34 years",Males,"European Union - 28 countries (2013-2020)"
1197,AF,Afghanistan,455,2019,01,"From 18 to 34 years",Males,France
1198,AF,Afghanistan,460,2019,02,"From 18 to 34 years",Males,France
1199,AF,Afghanistan,555,2019,03,"From 18 to 34 years",Males,France
1201,AF,Afghanistan,5,2019,02,"From 18 to 34 years",Males,Croatia
1202,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Croatia
1206,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Ireland
1207,AF,Afghanistan,10,2019,02,"From 18 to 34 years",Males,Ireland
1210,AF,Afghanistan,5,2019,02,"From 18 to 34 years",Males,Iceland
1211,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Iceland
1212,AF,Afghanistan,35,2019,01,"From 18 to 34 years",Males,Italy
1213,AF,Afghanistan,35,2019,02,"From 18 to 34 years",Males,Italy
1214,AF,Afghanistan,35,2019,03,"From 18 to 34 years",Males,Italy
1221,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Luxembourg
1222,AF,Afghanistan,5,2019,02,"From 18 to 34 years",Males,Luxembourg
1223,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Luxembourg
1230,AF,Afghanistan,10,2019,01,"From 18 to 34 years",Males,Netherlands
1231,AF,Afghanistan,5,2019,02,"From 18 to 34 years",Males,Netherlands
1232,AF,Afghanistan,10,2019,03,"From 18 to 34 years",Males,Netherlands
1236,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Poland
1237,AF,Afghanistan,10,2019,02,"From 18 to 34 years",Males,Poland
1238,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Poland
1243,AF,Afghanistan,10,2019,02,"From 18 to 34 years",Males,Romania
1245,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Sweden
1246,AF,Afghanistan,5,2019,02,"From 18 to 34 years",Males,Sweden
1247,AF,Afghanistan,10,2019,03,"From 18 to 34 years",Males,Sweden
1248,AF,Afghanistan,10,2019,01,"From 18 to 34 years",Males,Slovenia
1249,AF,Afghanistan,10,2019,02,"From 18 to 34 years",Males,Slovenia
1250,AF,Afghanistan,10,2019,03,"From 18 to 34 years",Males,Slovenia
1251,AF,Afghanistan,5,2019,01,"From 18 to 34 years",Males,Slovakia
1253,AF,Afghanistan,5,2019,03,"From 18 to 34 years",Males,Slovakia
1254,AF,Afghanistan,1340,2019,01,"From 18 to 34 years",Males,Total
1255,AF,Afghanistan,1205,2019,02,"From 18 to 34 years",Males,Total
1256,AF,Afghanistan,1390,2019,03,"From 18 to 34 years",Males,Total
1257,AF,Afghanistan,45,2019,01,"From 18 to 34 years",Males,"United Kingdom"
1258,AF,Afghanistan,55,2019,02,"From 18 to 34 years",Males,"United Kingdom"
1259,AF,Afghanistan,50,2019,03,"From 18 to 34 years",Males,"United Kingdom"
1261,AF,Afghanistan,5,2019,02,"From 35 to 64 years",Males,Austria
1262,AF,Afghanistan,10,2019,03,"From 35 to 64 years",Males,Austria
1263,AF,Afghanistan,10,2019,01,"From 35 to 64 years",Males,Belgium
1264,AF,Afghanistan,5,2019,02,"From 35 to 64 years",Males,Belgium
1265,AF,Afghanistan,5,2019,03,"From 35 to 64 years",Males,Belgium
1269,AF,Afghanistan,5,2019,01,"From 35 to 64 years",Males,Switzerland
1271,AF,Afghanistan,10,2019,03,"From 35 to 64 years",Males,Switzerland
1278,AF,Afghanistan,50,2019,01,"From 35 to 64 years",Males,"Germany (until 1990 former territory of the FRG)"
1279,AF,Afghanistan,25,2019,02,"From 35 to 64 years",Males,"Germany (until 1990 former territory of the FRG)"
1280,AF,Afghanistan,50,2019,03,"From 35 to 64 years",Males,"Germany (until 1990 former territory of the FRG)"
1287,AF,Afghanistan,130,2019,01,"From 35 to 64 years",Males,Greece
1288,AF,Afghanistan,75,2019,02,"From 35 to 64 years",Males,Greece
1289,AF,Afghanistan,125,2019,03,"From 35 to 64 years",Males,Greece
1293,AF,Afghanistan,250,2019,01,"From 35 to 64 years",Males,"European Union - 27 countries (from 2020)"
1294,AF,Afghanistan,160,2019,02,"From 35 to 64 years",Males,"European Union - 27 countries (from 2020)"
1295,AF,Afghanistan,270,2019,03,"From 35 to 64 years",Males,"European Union - 27 countries (from 2020)"
1296,AF,Afghanistan,270,2019,01,"From 35 to 64 years",Males,"European Union - 28 countries (2013-2020)"
1297,AF,Afghanistan,175,2019,02,"From 35 to 64 years",Males,"European Union - 28 countries (2013-2020)"
1298,AF,Afghanistan,290,2019,03,"From 35 to 64 years",Males,"European Union - 28 countries (2013-2020)"
1302,AF,Afghanistan,45,2019,01,"From 35 to 64 years",Males,France
1303,AF,Afghanistan,35,2019,02,"From 35 to 64 years",Males,France
1304,AF,Afghanistan,60,2019,03,"From 35 to 64 years",Males,France
1308,AF,Afghanistan,5,2019,01,"From 35 to 64 years",Males,Hungary
1310,AF,Afghanistan,5,2019,03,"From 35 to 64 years",Males,Hungary
1319,AF,Afghanistan,5,2019,03,"From 35 to 64 years",Males,Italy
1350,AF,Afghanistan,5,2019,01,"From 35 to 64 years",Males,Sweden
1351,AF,Afghanistan,5,2019,02,"From 35 to 64 years",Males,Sweden
1359,AF,Afghanistan,275,2019,01,"From 35 to 64 years",Males,Total
1360,AF,Afghanistan,175,2019,02,"From 35 to 64 years",Males,Total
1361,AF,Afghanistan,295,2019,03,"From 35 to 64 years",Males,Total
1362,AF,Afghanistan,20,2019,01,"From 35 to 64 years",Males,"United Kingdom"
1363,AF,Afghanistan,15,2019,02,"From 35 to 64 years",Males,"United Kingdom"
1364,AF,Afghanistan,20,2019,03,"From 35 to 64 years",Males,"United Kingdom"
1383,AF,Afghanistan,5,2019,01,"65 years or over",Males,"Germany (until 1990 former territory of the FRG)"
1385,AF,Afghanistan,5,2019,03,"65 years or over",Males,"Germany (until 1990 former territory of the FRG)"
1392,AF,Afghanistan,5,2019,01,"65 years or over",Males,Greece
1393,AF,Afghanistan,5,2019,02,"65 years or over",Males,Greece
1394,AF,Afghanistan,5,2019,03,"65 years or over",Males,Greece
1398,AF,Afghanistan,15,2019,01,"65 years or over",Males,"European Union - 27 countries (from 2020)"
1399,AF,Afghanistan,15,2019,02,"65 years or over",Males,"European Union - 27 countries (from 2020)"
1400,AF,Afghanistan,15,2019,03,"65 years or over",Males,"European Union - 27 countries (from 2020)"
1401,AF,Afghanistan,15,2019,01,"65 years or over",Males,"European Union - 28 countries (2013-2020)"
1402,AF,Afghanistan,20,2019,02,"65 years or over",Males,"European Union - 28 countries (2013-2020)"
1403,AF,Afghanistan,15,2019,03,"65 years or over",Males,"European Union - 28 countries (2013-2020)"
1408,AF,Afghanistan,5,2019,02,"65 years or over",Males,France
1464,AF,Afghanistan,15,2019,01,"65 years or over",Males,Total
1465,AF,Afghanistan,20,2019,02,"65 years or over",Males,Total
1466,AF,Afghanistan,15,2019,03,"65 years or over",Males,Total
1467,AF,Afghanistan,5,2019,01,"65 years or over",Males,"United Kingdom"
1468,AF,Afghanistan,5,2019,02,"65 years or over",Males,"United Kingdom"
1469,AF,Afghanistan,5,2019,03,"65 years or over",Males,"United Kingdom"
1470,AF,Afghanistan,55,2019,01,"Less than 14 years",Males,Austria
1471,AF,Afghanistan,45,2019,02,"Less than 14 years",Males,Austria
1472,AF,Afghanistan,45,2019,03,"Less than 14 years",Males,Austria
1473,AF,Afghanistan,20,2019,01,"Less than 14 years",Males,Belgium
1474,AF,Afghanistan,10,2019,02,"Less than 14 years",Males,Belgium
1475,AF,Afghanistan,10,2019,03,"Less than 14 years",Males,Belgium
1477,AF,Afghanistan,5,2019,02,"Less than 14 years",Males,Bulgaria
1479,AF,Afghanistan,25,2019,01,"Less than 14 years",Males,Switzerland
1480,AF,Afghanistan,20,2019,02,"Less than 14 years",Males,Switzerland
1481,AF,Afghanistan,20,2019,03,"Less than 14 years",Males,Switzerland
1488,AF,Afghanistan,175,2019,01,"Less than 14 years",Males,"Germany (until 1990 former territory of the FRG)"
1489,AF,Afghanistan,170,2019,02,"Less than 14 years",Males,"Germany (until 1990 former territory of the FRG)"
1490,AF,Afghanistan,210,2019,03,"Less than 14 years",Males,"Germany (until 1990 former territory of the FRG)"
1497,AF,Afghanistan,280,2019,01,"Less than 14 years",Males,Greece
1498,AF,Afghanistan,210,2019,02,"Less than 14 years",Males,Greece
1499,AF,Afghanistan,275,2019,03,"Less than 14 years",Males,Greece
1503,AF,Afghanistan,570,2019,01,"Less than 14 years",Males,"European Union - 27 countries (from 2020)"
1504,AF,Afghanistan,485,2019,02,"Less than 14 years",Males,"European Union - 27 countries (from 2020)"
1505,AF,Afghanistan,605,2019,03,"Less than 14 years",Males,"European Union - 27 countries (from 2020)"
1506,AF,Afghanistan,585,2019,01,"Less than 14 years",Males,"European Union - 28 countries (2013-2020)"
1507,AF,Afghanistan,500,2019,02,"Less than 14 years",Males,"European Union - 28 countries (2013-2020)"
1508,AF,Afghanistan,625,2019,03,"Less than 14 years",Males,"European Union - 28 countries (2013-2020)"
1509,AF,Afghanistan,5,2019,01,"Less than 14 years",Males,Finland
1510,AF,Afghanistan,5,2019,02,"Less than 14 years",Males,Finland
1512,AF,Afghanistan,15,2019,01,"Less than 14 years",Males,France
1513,AF,Afghanistan,20,2019,02,"Less than 14 years",Males,France
1514,AF,Afghanistan,40,2019,03,"Less than 14 years",Males,France
1518,AF,Afghanistan,5,2019,01,"Less than 14 years",Males,Hungary
1519,AF,Afghanistan,5,2019,02,"Less than 14 years",Males,Hungary
1520,AF,Afghanistan,10,2019,03,"Less than 14 years",Males,Hungary
1526,AF,Afghanistan,5,2019,03,"Less than 14 years",Males,Iceland
1546,AF,Afghanistan,5,2019,02,"Less than 14 years",Males,Netherlands
1548,AF,Afghanistan,5,2019,01,"Less than 14 years",Males,Norway
1560,AF,Afghanistan,10,2019,01,"Less than 14 years",Males,Sweden
1561,AF,Afghanistan,10,2019,02,"Less than 14 years",Males,Sweden
1562,AF,Afghanistan,10,2019,03,"Less than 14 years",Males,Sweden
1564,AF,Afghanistan,5,2019,02,"Less than 14 years",Males,Slovenia
1565,AF,Afghanistan,5,2019,03,"Less than 14 years",Males,Slovenia
1569,AF,Afghanistan,615,2019,01,"Less than 14 years",Males,Total
1570,AF,Afghanistan,525,2019,02,"Less than 14 years",Males,Total
1571,AF,Afghanistan,645,2019,03,"Less than 14 years",Males,Total
1572,AF,Afghanistan,15,2019,01,"Less than 14 years",Males,"United Kingdom"
1573,AF,Afghanistan,15,2019,02,"Less than 14 years",Males,"United Kingdom"
1574,AF,Afghanistan,15,2019,03,"Less than 14 years",Males,"United Kingdom"
1575,AF,Afghanistan,75,2019,01,"Less than 18 years",Males,Austria
1576,AF,Afghanistan,70,2019,02,"Less than 18 years",Males,Austria
1577,AF,Afghanistan,85,2019,03,"Less than 18 years",Males,Austria
1578,AF,Afghanistan,55,2019,01,"Less than 18 years",Males,Belgium
1579,AF,Afghanistan,40,2019,02,"Less than 18 years",Males,Belgium
1580,AF,Afghanistan,45,2019,03,"Less than 18 years",Males,Belgium
1581,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Bulgaria
1582,AF,Afghanistan,15,2019,02,"Less than 18 years",Males,Bulgaria
1584,AF,Afghanistan,40,2019,01,"Less than 18 years",Males,Switzerland
1585,AF,Afghanistan,35,2019,02,"Less than 18 years",Males,Switzerland
1586,AF,Afghanistan,25,2019,03,"Less than 18 years",Males,Switzerland
1593,AF,Afghanistan,225,2019,01,"Less than 18 years",Males,"Germany (until 1990 former territory of the FRG)"
1594,AF,Afghanistan,220,2019,02,"Less than 18 years",Males,"Germany (until 1990 former territory of the FRG)"
1595,AF,Afghanistan,255,2019,03,"Less than 18 years",Males,"Germany (until 1990 former territory of the FRG)"
1598,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Denmark
1602,AF,Afghanistan,440,2019,01,"Less than 18 years",Males,Greece
1603,AF,Afghanistan,350,2019,02,"Less than 18 years",Males,Greece
1604,AF,Afghanistan,425,2019,03,"Less than 18 years",Males,Greece
1605,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Spain
1607,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Spain
1608,AF,Afghanistan,875,2019,01,"Less than 18 years",Males,"European Union - 27 countries (from 2020)"
1609,AF,Afghanistan,790,2019,02,"Less than 18 years",Males,"European Union - 27 countries (from 2020)"
1610,AF,Afghanistan,930,2019,03,"Less than 18 years",Males,"European Union - 27 countries (from 2020)"
1611,AF,Afghanistan,910,2019,01,"Less than 18 years",Males,"European Union - 28 countries (2013-2020)"
1612,AF,Afghanistan,830,2019,02,"Less than 18 years",Males,"European Union - 28 countries (2013-2020)"
1613,AF,Afghanistan,975,2019,03,"Less than 18 years",Males,"European Union - 28 countries (2013-2020)"
1614,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Finland
1615,AF,Afghanistan,5,2019,02,"Less than 18 years",Males,Finland
1617,AF,Afghanistan,20,2019,01,"Less than 18 years",Males,France
1618,AF,Afghanistan,25,2019,02,"Less than 18 years",Males,France
1619,AF,Afghanistan,55,2019,03,"Less than 18 years",Males,France
1623,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Hungary
1624,AF,Afghanistan,5,2019,02,"Less than 18 years",Males,Hungary
1625,AF,Afghanistan,10,2019,03,"Less than 18 years",Males,Hungary
1631,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Iceland
1632,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Italy
1633,AF,Afghanistan,5,2019,02,"Less than 18 years",Males,Italy
1634,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Italy
1642,AF,Afghanistan,5,2019,02,"Less than 18 years",Males,Luxembourg
1650,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Netherlands
1651,AF,Afghanistan,5,2019,02,"Less than 18 years",Males,Netherlands
1652,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Netherlands
1653,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Norway
1655,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Norway
1658,AF,Afghanistan,5,2019,03,"Less than 18 years",Males,Poland
1665,AF,Afghanistan,15,2019,01,"Less than 18 years",Males,Sweden
1666,AF,Afghanistan,15,2019,02,"Less than 18 years",Males,Sweden
1667,AF,Afghanistan,15,2019,03,"Less than 18 years",Males,Sweden
1668,AF,Afghanistan,10,2019,01,"Less than 18 years",Males,Slovenia
1669,AF,Afghanistan,25,2019,02,"Less than 18 years",Males,Slovenia
1670,AF,Afghanistan,10,2019,03,"Less than 18 years",Males,Slovenia
1671,AF,Afghanistan,5,2019,01,"Less than 18 years",Males,Slovakia
1673,AF,Afghanistan,10,2019,03,"Less than 18 years",Males,Slovakia
1674,AF,Afghanistan,955,2019,01,"Less than 18 years",Males,Total
1675,AF,Afghanistan,865,2019,02,"Less than 18 years",Males,Total
1676,AF,Afghanistan,1010,2019,03,"Less than 18 years",Males,Total
1677,AF,Afghanistan,40,2019,01,"Less than 18 years",Males,"United Kingdom"
1678,AF,Afghanistan,40,2019,02,"Less than 18 years",Males,"United Kingdom"
1679,AF,Afghanistan,45,2019,03,"Less than 18 years",Males,"United Kingdom"
1680,AF,Afghanistan,155,2019,01,Total,Total,Austria
1681,AF,Afghanistan,175,2019,02,Total,Total,Austria
1682,AF,Afghanistan,185,2019,03,Total,Total,Austria
1683,AF,Afghanistan,145,2019,01,Total,Total,Belgium
1684,AF,Afghanistan,100,2019,02,Total,Total,Belgium
1685,AF,Afghanistan,120,2019,03,Total,Total,Belgium
1686,AF,Afghanistan,75,2019,01,Total,Total,Bulgaria
1687,AF,Afghanistan,35,2019,02,Total,Total,Bulgaria
1688,AF,Afghanistan,15,2019,03,Total,Total,Bulgaria
1689,AF,Afghanistan,105,2019,01,Total,Total,Switzerland
1690,AF,Afghanistan,100,2019,02,Total,Total,Switzerland
1691,AF,Afghanistan,85,2019,03,Total,Total,Switzerland
1696,AF,Afghanistan,5,2019,02,Total,Total,Czechia
1698,AF,Afghanistan,780,2019,01,Total,Total,"Germany (until 1990 former territory of the FRG)"
1699,AF,Afghanistan,595,2019,02,Total,Total,"Germany (until 1990 former territory of the FRG)"
1700,AF,Afghanistan,745,2019,03,Total,Total,"Germany (until 1990 former territory of the FRG)"
1701,AF,Afghanistan,5,2019,01,Total,Total,Denmark
1703,AF,Afghanistan,10,2019,03,Total,Total,Denmark
1707,AF,Afghanistan,1615,2019,01,Total,Total,Greece
1708,AF,Afghanistan,1285,2019,02,Total,Total,Greece
1709,AF,Afghanistan,1570,2019,03,Total,Total,Greece
1710,AF,Afghanistan,10,2019,01,Total,Total,Spain
1711,AF,Afghanistan,5,2019,02,Total,Total,Spain
1712,AF,Afghanistan,15,2019,03,Total,Total,Spain
1713,AF,Afghanistan,3530,2019,01,Total,Total,"European Union - 27 countries (from 2020)"
1714,AF,Afghanistan,3000,2019,02,Total,Total,"European Union - 27 countries (from 2020)"
1715,AF,Afghanistan,3645,2019,03,Total,Total,"European Union - 27 countries (from 2020)"
1716,AF,Afghanistan,3680,2019,01,Total,Total,"European Union - 28 countries (2013-2020)"
1717,AF,Afghanistan,3150,2019,02,Total,Total,"European Union - 28 countries (2013-2020)"
1718,AF,Afghanistan,3820,2019,03,Total,Total,"European Union - 28 countries (2013-2020)"
1719,AF,Afghanistan,10,2019,01,Total,Total,Finland
1720,AF,Afghanistan,15,2019,02,Total,Total,Finland
1721,AF,Afghanistan,5,2019,03,Total,Total,Finland
1722,AF,Afghanistan,555,2019,01,Total,Total,France
1723,AF,Afghanistan,565,2019,02,Total,Total,France
1724,AF,Afghanistan,760,2019,03,Total,Total,France
1726,AF,Afghanistan,5,2019,02,Total,Total,Croatia
1727,AF,Afghanistan,5,2019,03,Total,Total,Croatia
1728,AF,Afghanistan,20,2019,01,Total,Total,Hungary
1729,AF,Afghanistan,15,2019,02,Total,Total,Hungary
1730,AF,Afghanistan,20,2019,03,Total,Total,Hungary
1731,AF,Afghanistan,5,2019,01,Total,Total,Ireland
1732,AF,Afghanistan,10,2019,02,Total,Total,Ireland
1733,AF,Afghanistan,5,2019,03,Total,Total,Ireland
1734,AF,Afghanistan,5,2019,01,Total,Total,Iceland
1735,AF,Afghanistan,5,2019,02,Total,Total,Iceland
1736,AF,Afghanistan,10,2019,03,Total,Total,Iceland
1737,AF,Afghanistan,40,2019,01,Total,Total,Italy
1738,AF,Afghanistan,40,2019,02,Total,Total,Italy
1739,AF,Afghanistan,45,2019,03,Total,Total,Italy
1743,AF,Afghanistan,5,2019,01,Total,Total,Lithuania
1746,AF,Afghanistan,10,2019,01,Total,Total,Luxembourg
1747,AF,Afghanistan,15,2019,02,Total,Total,Luxembourg
1748,AF,Afghanistan,10,2019,03,Total,Total,Luxembourg
1755,AF,Afghanistan,20,2019,01,Total,Total,Netherlands
